original_term	cleaned_term	term_type	eadid_term_source
History of Medicine Collections (Duke University)	new_term	corpname	trent-simondevillevieillejacquelinen
History of Medicine Collections (Duke University)	new_term	corpname	trent-simpsonjamesyoung
History of Medicine Collections (Duke University)	new_term	corpname	trent-simsjames
History of Medicine Collections (Duke University)	new_term	corpname	trent-simsjmarion
History of Medicine, Medieval	new_term	subject	trent-singercharles
Cockayne, Thomas Oswald, 1807-1873	new_term	persname	trent-singercharles
Power, D'Arcy, Sir, 1855-1941	new_term	persname	trent-singercharles
History of Medicine Collections (Duke University)	new_term	corpname	trent-singercharles
Ervine, St. John G. (St. John Greer), b. 1883	new_term	persname	trent-smithgraftonelliot
History of Medicine Collections (Duke University)	new_term	corpname	trent-smithgraftonelliot
History of Medicine Collections (Duke University)	new_term	corpname	trent-smithjeromevancrowninshield
History of Medicine Collections (Duke University)	new_term	corpname	trent-smithjosephr
History of Medicine Collections (Duke University)	new_term	corpname	trent-smithsouthwood
History of Medicine Collections (Duke University)	new_term	corpname	trent-smythwg
History of Medicine	new_term	subject	trent-spaldinglyman
Abernethy, John, 1764-1831	new_term	persname	trent-spaldinglyman
Bell, Charles, Sir, 1774-1842	new_term	persname	trent-spaldinglyman
Blizard, William, Sir, 1743-1835	new_term	persname	trent-spaldinglyman
Brande, William Thomas, 1788-1866	new_term	persname	trent-spaldinglyman
Cleaveland, Parker, 1780-1858	new_term	persname	trent-spaldinglyman
De La Motta, Jacob, 1789-1845	new_term	persname	trent-spaldinglyman
Frank, Johann Peter, 1745-1821	new_term	persname	trent-spaldinglyman
Gorham, John, 1783-1829	new_term	persname	trent-spaldinglyman
Home, Everard, Sir, 1756-1832	new_term	persname	trent-spaldinglyman
Langdon, John, 1741-1819	new_term	persname	trent-spaldinglyman
Lawrence, William, Sir, 1783-1867	new_term	persname	trent-spaldinglyman
Mitchill, Samuel L. (Samuel Latham), 1764-1831	new_term	persname	trent-spaldinglyman
Onderdonk, Henry U. (Henry Ustick), 1789-1858	new_term	persname	trent-spaldinglyman
Parsons, Usher, 1788-1868	new_term	persname	trent-spaldinglyman
Peck, William Dandridge, 1763-1822	new_term	persname	trent-spaldinglyman
Potter, Nathaniel, 1770-1843	new_term	persname	trent-spaldinglyman
Richards, George, 1755?-1814	new_term	persname	trent-spaldinglyman
Ricketson, Shadrach.	new_term	persname	trent-spaldinglyman
Rush, Benjamin, 1746-1813	new_term	persname	trent-spaldinglyman
Shattuck, George Cheyne, 1783-1854	new_term	persname	trent-spaldinglyman
Shecut, John L. E. W. (John Linnaeus Edward Whitridge), 1770-1836	new_term	persname	trent-spaldinglyman
Smith, John Augustine, 1782-1865	new_term	persname	trent-spaldinglyman
Warren, John Collins, 1778-1856	new_term	persname	trent-spaldinglyman
Waterhouse, Benjamin, 1754-1846	new_term	persname	trent-spaldinglyman
Wistar, Caspar, 1761-1818	new_term	persname	trent-spaldinglyman
Woodward, William Henry, 1774-1818	new_term	persname	trent-spaldinglyman
History of Medicine Collections (Duke University)	new_term	corpname	trent-spaldinglyman
Medical education -- England -- London -- History	new_term	subject	trent-spaldingmatthias
Physicians -- Correspondence	new_term	subject	trent-spaldingmatthias
Vaccination -- History	new_term	subject	trent-spaldingmatthias
Teaching hospitals -- England -- London -- History	new_term	subject	trent-spaldingmatthias
Spalding, Matthias.	new_term	persname	trent-spaldingmatthias
History of Medicine Collections (Duke University)	new_term	corpname	trent-spaldingmatthias
St. Thomas's Hospital (London, England)	new_term	corpname	trent-spaldingmatthias
History of Medicine Collections (Duke University)	new_term	corpname	trent-spencercharlesachilles
Power, D'Arcy, Sir, 1855-1941	new_term	persname	trent-spiceyfrederick
History of Medicine Collections (Duke University)	new_term	corpname	trent-spiceyfrederick
History of Medicine Collections (Duke University)	new_term	corpname	trent-spurzheimjg
History of Medicine Collections (Duke University)	new_term	corpname	trent-standishmyles
History of Medicine Collections (Duke University)	new_term	corpname	trent-startinjames
History of Medicine Collections (Duke University)	new_term	corpname	trent-stevensalexanderh
Rivers, W. H. R. (William Halse Rivers), 1864-1922	new_term	persname	trent-stirlinggilchristj
History of Medicine Collections (Duke University)	new_term	corpname	trent-stirlinggilchristj
History of Medicine Collections (Duke University)	new_term	corpname	trent-stonerobertking
Stopes, Marie Carmichael, 1880-1958	new_term	persname	trent-stopesmariecarmichael
History of Medicine Collections (Duke University)	new_term	corpname	trent-stopesmariecarmichael
History of Medicine Collections (Duke University)	new_term	corpname	trent-storerdavidhumphreys
History of Medicine Collections (Duke University)	new_term	corpname	trent-storermalcolm
History of Medicine Collections (Duke University)	new_term	corpname	trent-stringersamuel
History of Medicine Collections (Duke University)	new_term	corpname	trent-stthomasshospitallondonengland
Military Medicine	new_term	subject	trent-stvincentjohnjervis
History of Medicine Collections (Duke University)	new_term	corpname	trent-stvincentjohnjervis
History of Medicine Collections (Duke University)	new_term	corpname	trent-suep
History of Medicine Collections (Duke University)	new_term	corpname	trent-swaimwilliam
Salvini, Anton Maria, 1653-1729	new_term	persname	trent-swietengerard
History of Medicine Collections (Duke University)	new_term	corpname	trent-swietengerard
History of Medicine Collections (Duke University)	new_term	corpname	trent-swiftsamuel
Cushing, E. W. (Ernest Watson), 1847-1916	new_term	persname	trent-taitlawson
Hart, Ernest Abraham, 1835-1898	new_term	persname	trent-taitlawson
History of Medicine Collections (Duke University)	new_term	corpname	trent-taitlawson
History of Medicine Collections (Duke University)	new_term	corpname	trent-tanchoustanislas
History of Medicine Collections (Duke University)	new_term	corpname	trent-tardieuambroise
History of Medicine Collections (Duke University)	new_term	corpname	trent-tarnieretiennestephane
History of Medicine Collections (Duke University)	new_term	corpname	trent-taylorcharles
History of Medicine Collections (Duke University)	new_term	corpname	trent-taylorgeorgeb
Allbutt, T. Clifford (Thomas Clifford), 1836-1925	new_term	persname	trent-tealetpridgin
Rolleston, Humphry Davy, Sir, 1862-1944	new_term	persname	trent-tealetpridgin
History of Medicine Collections (Duke University)	new_term	corpname	trent-tealetpridgin
History of Medicine Collections (Duke University)	new_term	corpname	trent-terrade
History of Medicine Collections (Duke University)	new_term	corpname	trent-terrillono
History of Medicine Collections (Duke University)	new_term	corpname	trent-thackeraywilliammakepeace
History of Medicine Collections (Duke University)	new_term	corpname	trent-thauraux
Enzymes	new_term	subject	trent-theorellhugo
Enzyme Activation	new_term	subject	trent-theorellhugo
History of Medicine Collections (Duke University)	new_term	corpname	trent-theorellhugo
Bayen, Pierre, 1725-1798	new_term	persname	trent-thibaultjeancharles
Coste, Jean Francois, 1741-1819	new_term	persname	trent-thibaultjeancharles
Heurteloup, Nicolas, 1750-1812	new_term	persname	trent-thibaultjeancharles
History of Medicine Collections (Duke University)	new_term	corpname	trent-thibaultjeancharles
History of Medicine Collections (Duke University)	new_term	corpname	trent-thomashleigh
Bayen, Pierre, 1725-1798	new_term	persname	trent-thomassinjeanfrancois
Coste, Jean Francois, 1741-1819	new_term	persname	trent-thomassinjeanfrancois
Saucerotte, Nicolas, 1741-1814	new_term	persname	trent-thomassinjeanfrancois
History of Medicine Collections (Duke University)	new_term	corpname	trent-thomassinjeanfrancois
Gynecology -- United States -- History	new_term	subject	trent-thomastgaillard
History of Medicine Collections (Duke University)	new_term	corpname	trent-thomastgaillard
Elliott, Jesse D. (Jesse Duncan), 1782-1845	new_term	persname	trent-thompsonabrahamrand
Jackson, Andrew, 1767-1845	new_term	persname	trent-thompsonabrahamrand
History of Medicine Collections (Duke University)	new_term	corpname	trent-thompsonabrahamrand
Mortuary Practice	new_term	subject	trent-thompsonhenry
History of Medicine Collections (Duke University)	new_term	corpname	trent-thompsonhenry
History of Medicine Collections (Duke University)	new_term	corpname	trent-thouretmichelaugustin
History of Medicine Collections (Duke University)	new_term	corpname	trent-throopamos
History of Medicine Collections (Duke University)	new_term	corpname	trent-ticknorluther
History of Medicine Collections (Duke University)	new_term	corpname	trent-tiedemannfriedrich
History of Medicine Collections (Duke University)	new_term	corpname	trent-tiemanngeorge
History of Medicine Collections (Duke University)	new_term	corpname	trent-tiltonjames
History of Medicine Collections (Duke University)	new_term	corpname	trent-torreyjohn
History of Medicine Collections (Duke University)	new_term	corpname	trent-tracyelisha
History of Medicine Collections (Duke University)	new_term	corpname	trent-treatmalachi
Collectors and collecting -- North Carolina	new_term	subject	trent-trentjosiahc
Book collecting	new_term	subject	trent-trentjosiahc
Epidemiology -- History	new_term	subject	trent-trentjosiahc
History of medicine	new_term	subject	trent-trentjosiahc
Medical illustration	new_term	subject	trent-trentjosiahc
Surgery -- History	new_term	subject	trent-trentjosiahc
Semans, Mary Duke Biddle Trent.	new_term	persname	trent-trentjosiahc
Trent, Josiah C. (Josiah Charles), 1914-1948	new_term	persname	trent-trentjosiahc
Trent, Josiah C. (Josiah Charles), 1914-1948 -- Library.	new_term	persname	trent-trentjosiahc
Duke University. Medical Center	new_term	corpname	trent-trentjosiahc
History of Medicine Collections (Duke University)	new_term	corpname	trent-trentjosiahc
University of Pennsylvania. School of Medicine	new_term	corpname	trent-trentjosiahc
Negatives	new_term	genreform	trent-trentjosiahc
Photographs	new_term	genreform	trent-trentjosiahc
History of Medicine Collections (Duke University)	new_term	corpname	trent-trevesfrederick
History of Medicine Collections (Duke University)	new_term	corpname	trent-trousseaua
History of Medicine Collections (Duke University)	new_term	corpname	trent-tukedanielhack
History of Medicine Collections (Duke University)	new_term	corpname	trent-turkwilliam
History of Medicine Collections (Duke University)	new_term	corpname	trent-turnerdawson
History of Medicine Collections (Duke University)	new_term	corpname	trent-turneredwardkitchen
History of Medicine Collections (Duke University)	new_term	corpname	trent-turnerpeter
History of Medicine Collections (Duke University)	new_term	corpname	trent-turnerw
History of Medicine Collections (Duke University)	new_term	corpname	trent-turnerwilliam
History of Medicine Collections (Duke University)	new_term	corpname	trent-tweedalejohn
History of Medicine Collections (Duke University)	new_term	corpname	trent-tyndalljohn
Medicine -- Societies, etc	new_term	subject	trent-urodynamicssociety
Urology -- History	new_term	subject	trent-urodynamicssociety
Boyarsky, Saul.	new_term	persname	trent-urodynamicssociety
History of Medicine Collections (Duke University)	new_term	corpname	trent-urodynamicssociety
Urodynamics Society.	new_term	corpname	trent-urodynamicssociety
History of Medicine Collections (Duke University)	new_term	corpname	trent-vaihingerhans
History of Medicine Collections (Duke University)	new_term	corpname	trent-vallisnieriantonio
History of Medicine Collections (Duke University)	new_term	corpname	trent-vanderburghfederal
History of Medicine Collections (Duke University)	new_term	corpname	trent-vaughanbenjamin
History of Medicine Collections (Duke University)	new_term	corpname	trent-vauquelinlouisnicolas
Cornil, V. (Victor), 1837-1908	new_term	persname	trent-verneuilaristide
Letulle, Maurice Eleonore Joseph Lucien, 1853-1929	new_term	persname	trent-verneuilaristide
History of Medicine Collections (Duke University)	new_term	corpname	trent-verneuilaristide
History of Medicine Collections (Duke University)	new_term	corpname	trent-verneypierre
History of Medicine Collections (Duke University)	new_term	corpname	trent-verralcharles
History of Medicine Collections (Duke University)	new_term	corpname	trent-verwornmax
Endocrinology	new_term	subject	trent-vincentswale
Vincent, Swale, 1868- 1934	new_term	persname	trent-vincentswale
History of Medicine Collections (Duke University)	new_term	corpname	trent-vincentswale
History of Medicine Collections (Duke University)	new_term	corpname	trent-virchowrudolf
History of Medicine Collections (Duke University)	new_term	corpname	trent-voelckerfriedrich
History of Medicine Collections (Duke University)	new_term	corpname	trent-vulpiana
History of Medicine Collections (Duke University)	new_term	corpname	trent-waddwilliam
History of Medicine Collections (Duke University)	new_term	corpname	trent-walkermaryedwards
History of Medicine Collections (Duke University)	new_term	corpname	trent-wardhumphry
History of Medicine Collections (Duke University)	new_term	corpname	trent-wardropjames
History of Medicine Collections (Duke University)	new_term	corpname	trent-warejohn
Physicians -- United States	new_term	subject	trent-warnermr
Miner, Dr. Thomas.	new_term	persname	trent-warnermr
History of Medicine Collections (Duke University)	new_term	corpname	trent-warnermr
History of Medicine Collections (Duke University)	new_term	corpname	trent-warrenjohncollins
History of Medicine Collections (Duke University)	new_term	corpname	trent-warrensamuel
Physicians -- Correspondence	new_term	subject	trent-waterhousebenjamin
Vaccination -- History	new_term	subject	trent-waterhousebenjamin
Cass, Lewis, 1782-1866	new_term	persname	trent-waterhousebenjamin
Cogswell, William, 1787-1850	new_term	persname	trent-waterhousebenjamin
Coxe, John Redman, 1773-1864	new_term	persname	trent-waterhousebenjamin
Dearborn, H. A. S. (Henry Alexander Scammell), 1783-1851	new_term	persname	trent-waterhousebenjamin
Dearborn, Henry, 1751-1829	new_term	persname	trent-waterhousebenjamin
Elton, Romeo, 1790-1870	new_term	persname	trent-waterhousebenjamin
Gorham, John, 1783-1829	new_term	persname	trent-waterhousebenjamin
Jackson, James, 1777-1867	new_term	persname	trent-waterhousebenjamin
Jefferson, Thomas, 1743-1826	new_term	persname	trent-waterhousebenjamin
Jenks, William, 1778-1866	new_term	persname	trent-waterhousebenjamin
Kirkland, John Thornton, 1770-1840	new_term	persname	trent-waterhousebenjamin
Lathrop, John, 1740-1816	new_term	persname	trent-waterhousebenjamin
Lincoln, Benjamin, 1733-1810	new_term	persname	trent-waterhousebenjamin
Monroe, James, 1758-1831	new_term	persname	trent-waterhousebenjamin
Redman, John, 1722-1808	new_term	persname	trent-waterhousebenjamin
Silliman, Benjamin, 1779-1864	new_term	persname	trent-waterhousebenjamin
Sparks, Jared, 1789-1866	new_term	persname	trent-waterhousebenjamin
Sullivan, James, 1744-1808	new_term	persname	trent-waterhousebenjamin
Tilton, James, 1745-1822	new_term	persname	trent-waterhousebenjamin
Warren, John Collins, 1778-1856	new_term	persname	trent-waterhousebenjamin
Warren, John, 1753-1815	new_term	persname	trent-waterhousebenjamin
Waterhouse, Benjamin, 1754-1846	new_term	persname	trent-waterhousebenjamin
Webster, Daniel, 1782-1852	new_term	persname	trent-waterhousebenjamin
Williams, Samuel, 1743-1817	new_term	persname	trent-waterhousebenjamin
Winthrop, James, 1752-1821	new_term	persname	trent-waterhousebenjamin
History of Medicine Collections (Duke University)	new_term	corpname	trent-waterhousebenjamin
History	new_term	genreform	trent-waterhousebenjamin
Records and correspondence	new_term	genreform	trent-waterhousebenjamin
History of Medicine Collections (Duke University)	new_term	corpname	trent-wattscharles
History of Medicine Collections (Duke University)	new_term	corpname	trent-websterbenjamin
History of Medicine Collections (Duke University)	new_term	corpname	trent-websterjohnwhite
History of Medicine Collections (Duke University)	new_term	corpname	trent-weigertcarl
History of Medicine Collections (Duke University)	new_term	corpname	trent-weitzeljohn
Physicians -- Correspondence	new_term	subject	trent-welchwilliamhenry
Davison, Wilburt Cornell, 1892-1972	new_term	persname	trent-welchwilliamhenry
Welch, William Henry, 1850-1934	new_term	persname	trent-welchwilliamhenry
Duke University. School of Medicine -- Faculty	new_term	corpname	trent-welchwilliamhenry
Duke University. School of Medicine -- History	new_term	corpname	trent-welchwilliamhenry
History of Medicine Collections (Duke University)	new_term	corpname	trent-welchwilliamhenry
History	new_term	genreform	trent-welchwilliamhenry
Records and correspondence	new_term	genreform	trent-welchwilliamhenry
History of Medicine Collections (Duke University)	new_term	corpname	trent-wellshorace
History of Medicine Collections (Duke University)	new_term	corpname	trent-wheatonlevi
History of Medicine Collections (Duke University)	new_term	corpname	trent-wildewr
History of Medicine Collections (Duke University)	new_term	corpname	trent-williamsdavid
History of Medicine Collections (Duke University)	new_term	corpname	trent-willoughbywestelwoodbury
Hunt, Leigh, 1784-1859	new_term	persname	trent-wilsonerasmus
History of Medicine Collections (Duke University)	new_term	corpname	trent-wilsonerasmus
History of Medicine Collections (Duke University)	new_term	corpname	trent-wintringhamclifton
History of Medicine Collections (Duke University)	new_term	corpname	trent-wistarcaspar
History of Medicine Collections (Duke University)	new_term	corpname	trent-woodbridgedudley
Billings, John Shaw, 1838-1913	new_term	persname	trent-woodhc
Stille, Alfred, 1813-1900	new_term	persname	trent-woodhc
History of Medicine Collections (Duke University)	new_term	corpname	trent-woodhc
History of Medicine Collections (Duke University)	new_term	corpname	trent-woodvillewilliam
Taylor, Zachary, 1784-1850	new_term	persname	trent-woodwilliammaxwell
History of Medicine Collections (Duke University)	new_term	corpname	trent-woodwilliammaxwell
History of Medicine Collections (Duke University)	new_term	corpname	trent-wymanwalter
History of Medicine Collections (Duke University)	new_term	corpname	trent-yeatsgd
Frederick Augustus, Duke of York and Albany, 1763-1827	new_term	persname	trent-zimmermannjohanngeorg
History of Medicine Collections (Duke University)	new_term	corpname	trent-zimmermannjohanngeorg
