Aleph_Number	RL_Number	EADID	URL	
002169668	RL.10944	trent-verwornmax	http://library.duke.edu/rubenstein/findingaids/trent-verwornmax/
004195871	RL.10945	trent-vincentswale	http://library.duke.edu/rubenstein/findingaids/trent-vincentswale/
002169669	RL.10946	trent-virchowrudolfpapers	http://library.duke.edu/rubenstein/findingaids/trent-virchowrudolfpapers/
002196571	RL.10947	trent-voelckerfriedrich	http://library.duke.edu/rubenstein/findingaids/trent-voelckerfriedrich/
002176686	RL.10948	trent-vulpiana	http://library.duke.edu/rubenstein/findingaids/trent-vulpiana/
002176687	RL.10949	trent-waddwilliam	http://library.duke.edu/rubenstein/findingaids/trent-waddwilliam/
002176688	RL.10950	trent-walkermaryedwardspapers	http://library.duke.edu/rubenstein/findingaids/trent-walkermaryedwardspapers/
002176689	RL.10951	trent-wardhumphry	http://library.duke.edu/rubenstein/findingaids/trent-wardhumphry/
002176690	RL.10952	trent-wardropjames	http://library.duke.edu/rubenstein/findingaids/trent-wardropjames/
002176691	RL.10953	trent-warejohn	http://library.duke.edu/rubenstein/findingaids/trent-warejohn/
001681010	RL.10954	trent-warnermr	http://library.duke.edu/rubenstein/findingaids/trent-warnermr/
002176692	RL.10955	trent-warrenjohncollinspapers	http://library.duke.edu/rubenstein/findingaids/trent-warrenjohncollinspapers/
002176693	RL.10956	trent-warrensamuel	http://library.duke.edu/rubenstein/findingaids/trent-warrensamuel/
002176694	RL.10958	trent-wattscharlespapers	http://library.duke.edu/rubenstein/findingaids/trent-wattscharlespapers/
002176695	RL.10959	trent-websterbenjaminpapers	http://library.duke.edu/rubenstein/findingaids/trent-websterbenjaminpapers/
001662439	RL.10960	trent-websterjohnwhite	http://library.duke.edu/rubenstein/findingaids/trent-websterjohnwhite/
002137066	RL.10961	trent-weigertcarl	http://library.duke.edu/rubenstein/findingaids/trent-weigertcarl/
002176696	RL.10962	trent-weitzeljohndocument	http://library.duke.edu/rubenstein/findingaids/trent-weitzeljohndocument/
001662440	RL.10963	trent-welchwilliamhenry	http://library.duke.edu/rubenstein/findingaids/trent-welchwilliamhenry/
002176697	RL.10964	trent-wellshoracepapers	http://library.duke.edu/rubenstein/findingaids/trent-wellshoracepapers/
002176698	RL.10965	trent-wheatonlevipapers	http://library.duke.edu/rubenstein/findingaids/trent-wheatonlevipapers/
002176699	RL.10966	trent-wildewr	http://library.duke.edu/rubenstein/findingaids/trent-wildewr/
001662441	RL.10967	trent-williamsdavid	http://library.duke.edu/rubenstein/findingaids/trent-williamsdavid/
002176700	RL.10968	trent-willoughbywestelwoodbury	http://library.duke.edu/rubenstein/findingaids/trent-willoughbywestelwoodbury/
001662442	RL.10969	trent-wilsonerasmusletters	http://library.duke.edu/rubenstein/findingaids/trent-wilsonerasmusletters/
002176701	RL.10970	trent-wintringhamclifton	http://library.duke.edu/rubenstein/findingaids/trent-wintringhamclifton/
002196575	RL.10971	trent-wistarcasparpapers	http://library.duke.edu/rubenstein/findingaids/trent-wistarcasparpapers/
002176704	RL.10972	trent-woodbridgedudley	http://library.duke.edu/rubenstein/findingaids/trent-woodbridgedudley/
002176702	RL.10973	trent-woodhc	http://library.duke.edu/rubenstein/findingaids/trent-woodhc/
002176705	RL.10974	trent-woodvillewilliamdocument	http://library.duke.edu/rubenstein/findingaids/trent-woodvillewilliamdocument/
002176703	RL.10975	trent-woodwilliammaxwell	http://library.duke.edu/rubenstein/findingaids/trent-woodwilliammaxwell/
002176706	RL.10976	trent-wymanwalter	http://library.duke.edu/rubenstein/findingaids/trent-wymanwalter/
002176707	RL.10977	trent-yeatsgddocument	http://library.duke.edu/rubenstein/findingaids/trent-yeatsgddocument/
002169637	RL.10978	trent-zimmermannjohanngeorg	http://library.duke.edu/rubenstein/findingaids/trent-zimmermannjohanngeorg/
